source,code,site,site_type,latitude,longitude,variable,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
aurn,STK4,Stockport Shaw Heath,Urban Background,53.40306,-2.161111,CO,Carbon monoxide,2002-10-09T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,North West & Merseyside,Greater Manchester Urban Area,Stockport
aurn,STK4,Stockport Shaw Heath,Urban Background,53.40306,-2.161111,PM10,PM10 particulate matter (Hourly measured),2002-10-09T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,North West & Merseyside,Greater Manchester Urban Area,Stockport
aurn,SOTR,Stockton-on-Tees A1305 Roadside,Urban Traffic,54.565819,-1.3159,NO,Nitric oxide,2015-05-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,Teesside Urban Area,Stockton-on-Tees
aurn,SOTR,Stockton-on-Tees A1305 Roadside,Urban Traffic,54.565819,-1.3159,NO2,Nitrogen dioxide,2015-05-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,Teesside Urban Area,Stockton-on-Tees
aurn,SOTR,Stockton-on-Tees A1305 Roadside,Urban Traffic,54.565819,-1.3159,NOx,Nitrogen oxides as nitrogen dioxide,2015-05-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,Teesside Urban Area,Stockton-on-Tees
aurn,SOTR,Stockton-on-Tees A1305 Roadside,Urban Traffic,54.565819,-1.3159,PM2.5,PM2.5 particulate matter (Hourly measured),2016-02-26T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,Teesside Urban Area,Stockton-on-Tees
aurn,SOTR,Stockton-on-Tees A1305 Roadside,Urban Traffic,54.565819,-1.3159,NV2.5,Non-volatile PM2.5 (Hourly measured),2016-02-26T00:00:00Z,2018-10-09,2018-10-09T00:00:00Z,North East,Teesside Urban Area,Stockton-on-Tees
aurn,SOTR,Stockton-on-Tees A1305 Roadside,Urban Traffic,54.565819,-1.3159,V2.5,Volatile PM2.5 (Hourly measured),2016-02-26T00:00:00Z,2018-10-09,2018-10-09T00:00:00Z,North East,Teesside Urban Area,Stockton-on-Tees
aurn,SOTR,Stockton-on-Tees A1305 Roadside,Urban Traffic,54.565819,-1.3159,wd,Modelled Wind Direction,2015-05-01T00:00:00Z,ongoing,NA,North East,Teesside Urban Area,Stockton-on-Tees
aurn,SOTR,Stockton-on-Tees A1305 Roadside,Urban Traffic,54.565819,-1.3159,ws,Modelled Wind Speed,2015-05-01T00:00:00Z,ongoing,NA,North East,Teesside Urban Area,Stockton-on-Tees
aurn,SOTR,Stockton-on-Tees A1305 Roadside,Urban Traffic,54.565819,-1.3159,temp,Modelled Temperature,2015-05-01T00:00:00Z,ongoing,NA,North East,Teesside Urban Area,Stockton-on-Tees
aurn,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,54.516667,-1.358547,NO,Nitric oxide,2009-01-21T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Stockton-on-Tees
aurn,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,54.516667,-1.358547,NO2,Nitrogen dioxide,2009-01-21T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Stockton-on-Tees
aurn,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,54.516667,-1.358547,NOx,Nitrogen oxides as nitrogen dioxide,2009-01-21T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Stockton-on-Tees
aurn,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,54.516667,-1.358547,PM10,PM10 particulate matter (Hourly measured),2008-09-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Stockton-on-Tees
aurn,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,54.516667,-1.358547,PM2.5,PM2.5 particulate matter (Hourly measured),2008-09-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Stockton-on-Tees
aurn,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,54.516667,-1.358547,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,North East,NA,Stockton-on-Tees
aurn,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,54.516667,-1.358547,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,North East,NA,Stockton-on-Tees
aurn,EAGL,Stockton-on-Tees Eaglescliffe,Urban Traffic,54.516667,-1.358547,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,North East,NA,Stockton-on-Tees
aurn,YARM,Stockton-on-Tees Yarm,Urban Traffic,54.50918,-1.354319,NO,Nitric oxide,2001-01-01T00:00:00Z,2008-09-02,2008-09-02T00:00:00Z,North East,NA,Stockton-on-Tees
aurn,YARM,Stockton-on-Tees Yarm,Urban Traffic,54.50918,-1.354319,NO2,Nitrogen dioxide,2001-01-01T00:00:00Z,2008-09-02,2008-09-02T00:00:00Z,North East,NA,Stockton-on-Tees
aurn,YARM,Stockton-on-Tees Yarm,Urban Traffic,54.50918,-1.354319,NOx,Nitrogen oxides as nitrogen dioxide,2001-01-01T00:00:00Z,2008-09-02,2008-09-02T00:00:00Z,North East,NA,Stockton-on-Tees
aurn,YARM,Stockton-on-Tees Yarm,Urban Traffic,54.50918,-1.354319,CO,Carbon monoxide,2002-08-13T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,North East,NA,Stockton-on-Tees
aurn,YARM,Stockton-on-Tees Yarm,Urban Traffic,54.50918,-1.354319,PM10,PM10 particulate matter (Hourly measured),2001-01-01T00:00:00Z,2008-09-02,2008-09-02T00:00:00Z,North East,NA,Stockton-on-Tees
aurn,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,52.980436,-2.111898,NO,Nitric oxide,2015-05-22T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,52.980436,-2.111898,NO2,Nitrogen dioxide,2015-05-22T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,52.980436,-2.111898,NOx,Nitrogen oxides as nitrogen dioxide,2015-05-22T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,52.980436,-2.111898,PM10,PM10 particulate matter (Hourly measured),2015-05-22T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,52.980436,-2.111898,NV10,Non-volatile PM10 (Hourly measured),2015-05-22T00:00:00Z,2018-10-23,2018-10-23T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,52.980436,-2.111898,V10,Volatile PM10 (Hourly measured),2015-05-22T00:00:00Z,2018-10-23,2018-10-23T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,52.980436,-2.111898,wd,Modelled Wind Direction,2015-05-22T00:00:00Z,ongoing,NA,West Midlands,The Potteries,Stoke on Trent
aurn,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,52.980436,-2.111898,ws,Modelled Wind Speed,2015-05-22T00:00:00Z,ongoing,NA,West Midlands,The Potteries,Stoke on Trent
aurn,STKR,Stoke-on-Trent A50 Roadside,Urban Traffic,52.980436,-2.111898,temp,Modelled Temperature,2015-05-22T00:00:00Z,ongoing,NA,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,O3,Ozone,1997-03-11T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,NO,Nitric oxide,1997-03-11T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,NO2,Nitrogen dioxide,1997-03-11T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,NOx,Nitrogen oxides as nitrogen dioxide,1997-03-11T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,SO2,Sulphur dioxide,1997-03-11T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,CO,Carbon monoxide,1997-03-11T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,PM10,PM10 particulate matter (Hourly measured),1997-03-11T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,NV10,Non-volatile PM10 (Hourly measured),2007-06-12T00:00:00Z,2015-02-24,2015-02-24T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,V10,Volatile PM10 (Hourly measured),2007-06-12T00:00:00Z,2015-02-24,2015-02-24T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,PM2.5,PM2.5 particulate matter (Hourly measured),2008-11-05T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,NV2.5,Non-volatile PM2.5 (Hourly measured),2008-11-05T00:00:00Z,2019-05-01,2019-05-01T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,V2.5,Volatile PM2.5 (Hourly measured),2008-11-05T00:00:00Z,2019-05-01,2019-05-01T00:00:00Z,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,West Midlands,The Potteries,Stoke on Trent
aurn,STOK,Stoke-on-Trent Centre,Urban Background,53.02821,-2.175133,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,West Midlands,The Potteries,Stoke on Trent
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,NO,Nitric oxide,2009-08-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,NO2,Nitrogen dioxide,2009-08-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,NOx,Nitrogen oxides as nitrogen dioxide,2009-08-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,PM10,PM10 particulate matter (Hourly measured),2009-08-01T00:00:00Z,2017-01-27,2017-01-27T00:00:00Z,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,NV10,Non-volatile PM10 (Hourly measured),2009-08-01T00:00:00Z,2017-01-27,2017-01-27T00:00:00Z,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,V10,Volatile PM10 (Hourly measured),2009-08-01T00:00:00Z,2017-01-27,2017-01-27T00:00:00Z,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,PM2.5,PM2.5 particulate matter (Hourly measured),2009-08-01T00:00:00Z,2017-01-27,2017-01-27T00:00:00Z,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,NV2.5,Non-volatile PM2.5 (Hourly measured),2009-08-01T00:00:00Z,2017-01-27,2017-01-27T00:00:00Z,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,V2.5,Volatile PM2.5 (Hourly measured),2009-08-01T00:00:00Z,2017-01-27,2017-01-27T00:00:00Z,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,South East,NA,Horsham
aurn,STOR,Storrington Roadside,Urban Traffic,50.916932,-0.449548,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,South East,NA,Horsham
aurn,SV,Strathvaich,Rural Background,57.734456,-4.776583,O3,Ozone,1987-03-18T00:00:00Z,ongoing,2024-03-31T00:00:00Z,Highland,NA,Highland
aurn,SV,Strathvaich,Rural Background,57.734456,-4.776583,NO,Nitric oxide,1990-10-21T00:00:00Z,1997-03-14,1997-03-14T00:00:00Z,Highland,NA,Highland
aurn,SV,Strathvaich,Rural Background,57.734456,-4.776583,NO2,Nitrogen dioxide,1990-10-21T00:00:00Z,1997-03-14,1997-03-14T00:00:00Z,Highland,NA,Highland
aurn,SV,Strathvaich,Rural Background,57.734456,-4.776583,NOx,Nitrogen oxides as nitrogen dioxide,1990-10-21T00:00:00Z,1997-03-14,1997-03-14T00:00:00Z,Highland,NA,Highland
aurn,SV,Strathvaich,Rural Background,57.734456,-4.776583,SO2,Sulphur dioxide,1990-10-20T00:00:00Z,1997-03-14,1997-03-14T00:00:00Z,Highland,NA,Highland
aurn,SV,Strathvaich,Rural Background,57.734456,-4.776583,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,Highland,NA,Highland
aurn,SV,Strathvaich,Rural Background,57.734456,-4.776583,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,Highland,NA,Highland
aurn,SV,Strathvaich,Rural Background,57.734456,-4.776583,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,Highland,NA,Highland
aurn,SUND,Sunderland,Urban Background,54.906106,-1.380081,SO2,Sulphur dioxide,1992-10-06T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,O3,Ozone,2004-12-09T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,NO,Nitric oxide,2004-12-09T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,NO2,Nitrogen dioxide,2004-12-09T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,NOx,Nitrogen oxides as nitrogen dioxide,2004-12-09T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,SO2,Sulphur dioxide,2008-04-01T00:00:00Z,2012-12-31,2012-12-31T00:00:00Z,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,PM10,PM10 particulate matter (Hourly measured),2019-09-27T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,PM2.5,PM2.5 particulate matter (Hourly measured),2008-12-09T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,NV2.5,Non-volatile PM2.5 (Hourly measured),2008-12-09T00:00:00Z,2019-09-26,2019-09-26T00:00:00Z,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,V2.5,Volatile PM2.5 (Hourly measured),2008-12-09T00:00:00Z,2019-09-26,2019-09-26T00:00:00Z,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,North East,NA,Sunderland
aurn,SUN2,Sunderland Silksworth,Urban Background,54.88361,-1.406878,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,North East,NA,Sunderland
aurn,SUNR,Sunderland Wessington Way,Urban Traffic,54.91839,-1.408391,NO,Nitric oxide,2015-01-15T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Sunderland
aurn,SUNR,Sunderland Wessington Way,Urban Traffic,54.91839,-1.408391,NO2,Nitrogen dioxide,2015-01-15T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Sunderland
aurn,SUNR,Sunderland Wessington Way,Urban Traffic,54.91839,-1.408391,NOx,Nitrogen oxides as nitrogen dioxide,2015-01-15T00:00:00Z,ongoing,2024-03-31T00:00:00Z,North East,NA,Sunderland
aurn,SUNR,Sunderland Wessington Way,Urban Traffic,54.91839,-1.408391,wd,Modelled Wind Direction,2015-01-15T00:00:00Z,ongoing,NA,North East,NA,Sunderland
aurn,SUNR,Sunderland Wessington Way,Urban Traffic,54.91839,-1.408391,ws,Modelled Wind Speed,2015-01-15T00:00:00Z,ongoing,NA,North East,NA,Sunderland
aurn,SUNR,Sunderland Wessington Way,Urban Traffic,54.91839,-1.408391,temp,Modelled Temperature,2015-01-15T00:00:00Z,ongoing,NA,North East,NA,Sunderland
aurn,SUT1,Sutton Roadside,Urban Traffic,51.36636,-0.182789,NO,Nitric oxide,1996-04-01T00:00:00Z,2002-05-02,2002-05-02T00:00:00Z,Greater London,Greater London Urban Area,Sutton
aurn,SUT1,Sutton Roadside,Urban Traffic,51.36636,-0.182789,NO2,Nitrogen dioxide,1996-04-01T00:00:00Z,2002-05-02,2002-05-02T00:00:00Z,Greater London,Greater London Urban Area,Sutton
aurn,SUT1,Sutton Roadside,Urban Traffic,51.36636,-0.182789,NOx,Nitrogen oxides as nitrogen dioxide,1996-04-01T00:00:00Z,2002-05-02,2002-05-02T00:00:00Z,Greater London,Greater London Urban Area,Sutton
aurn,SUT1,Sutton Roadside,Urban Traffic,51.36636,-0.182789,SO2,Sulphur dioxide,1996-04-01T00:00:00Z,2002-05-02,2002-05-02T00:00:00Z,Greater London,Greater London Urban Area,Sutton
aurn,SUT1,Sutton Roadside,Urban Traffic,51.36636,-0.182789,CO,Carbon monoxide,1996-04-01T00:00:00Z,2002-05-02,2002-05-02T00:00:00Z,Greater London,Greater London Urban Area,Sutton
aurn,SUT1,Sutton Roadside,Urban Traffic,51.36636,-0.182789,PM10,PM10 particulate matter (Hourly measured),1996-04-01T00:00:00Z,2002-05-02,2002-05-02T00:00:00Z,Greater London,Greater London Urban Area,Sutton
aurn,SWAN,Swansea,Urban Background,51.62114,-3.943329,O3,Ozone,1994-12-01T00:00:00Z,2006-08-07,2006-08-07T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWAN,Swansea,Urban Background,51.62114,-3.943329,NO,Nitric oxide,1994-12-01T00:00:00Z,2006-08-07,2006-08-07T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWAN,Swansea,Urban Background,51.62114,-3.943329,NO2,Nitrogen dioxide,1994-12-01T00:00:00Z,2006-08-07,2006-08-07T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWAN,Swansea,Urban Background,51.62114,-3.943329,NOx,Nitrogen oxides as nitrogen dioxide,1994-12-01T00:00:00Z,2006-08-07,2006-08-07T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWAN,Swansea,Urban Background,51.62114,-3.943329,SO2,Sulphur dioxide,1994-12-01T00:00:00Z,2006-08-07,2006-08-07T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWAN,Swansea,Urban Background,51.62114,-3.943329,CO,Carbon monoxide,1994-12-01T00:00:00Z,2006-08-07,2006-08-07T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWAN,Swansea,Urban Background,51.62114,-3.943329,PM10,PM10 particulate matter (Hourly measured),1994-12-01T00:00:00Z,2006-08-07,2006-07-31T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,O3,Ozone,2006-09-20T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,NO,Nitric oxide,2006-09-20T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,NO2,Nitrogen dioxide,2006-09-20T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,NOx,Nitrogen oxides as nitrogen dioxide,2006-09-20T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,SO2,Sulphur dioxide,2006-09-20T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,CO,Carbon monoxide,2006-09-20T00:00:00Z,2007-09-30,2007-09-30T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,PM10,PM10 particulate matter (Hourly measured),2006-09-20T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,NV10,Non-volatile PM10 (Hourly measured),2006-09-20T00:00:00Z,2011-11-16,2011-11-16T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,V10,Volatile PM10 (Hourly measured),2006-09-20T00:00:00Z,2011-11-16,2011-11-16T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,PM2.5,PM2.5 particulate matter (Hourly measured),2006-09-20T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,NV2.5,Non-volatile PM2.5 (Hourly measured),2006-09-20T00:00:00Z,2011-11-16,2011-11-16T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,V2.5,Volatile PM2.5 (Hourly measured),2006-09-20T00:00:00Z,2011-11-16,2011-11-16T00:00:00Z,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,wd,Modelled Wind Direction,2010-08-01T00:00:00Z,ongoing,NA,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,ws,Modelled Wind Speed,2010-08-01T00:00:00Z,ongoing,NA,South Wales,Swansea Urban Area,Swansea
aurn,SWA1,Swansea Roadside,Urban Traffic,51.632696,-3.947374,temp,Modelled Temperature,2010-08-01T00:00:00Z,ongoing,NA,South Wales,Swansea Urban Area,Swansea
aurn,SWHO,Swindon Walcot,Urban Background,51.558061,-1.765678,O3,Ozone,2023-04-28T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,Swindon
aurn,SWHO,Swindon Walcot,Urban Background,51.558061,-1.765678,NO,Nitric oxide,2018-01-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,Swindon
aurn,SWHO,Swindon Walcot,Urban Background,51.558061,-1.765678,NO2,Nitrogen dioxide,2018-01-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,Swindon
aurn,SWHO,Swindon Walcot,Urban Background,51.558061,-1.765678,NOx,Nitrogen oxides as nitrogen dioxide,2018-01-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,Swindon
aurn,SWHO,Swindon Walcot,Urban Background,51.558061,-1.765678,PM10,PM10 particulate matter (Hourly measured),2022-06-10T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,Swindon
aurn,SWHO,Swindon Walcot,Urban Background,51.558061,-1.765678,PM2.5,PM2.5 particulate matter (Hourly measured),2022-06-10T00:00:00Z,ongoing,2024-03-31T00:00:00Z,South West,NA,Swindon
aurn,SWHO,Swindon Walcot,Urban Background,51.558061,-1.765678,wd,Modelled Wind Direction,2018-02-01T00:00:00Z,ongoing,NA,South West,NA,Swindon
aurn,SWHO,Swindon Walcot,Urban Background,51.558061,-1.765678,ws,Modelled Wind Speed,2018-02-01T00:00:00Z,ongoing,NA,South West,NA,Swindon
aurn,SWHO,Swindon Walcot,Urban Background,51.558061,-1.765678,temp,Modelled Temperature,2018-02-01T00:00:00Z,ongoing,NA,South West,NA,Swindon
aurn,TALL,Tallington,Rural Background,52.656308,-0.381,O3,Ozone,2023-12-15T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,NA,South Kesteven
aurn,TALL,Tallington,Rural Background,52.656308,-0.381,PM10,PM10 particulate matter (Hourly measured),2023-12-12T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,NA,South Kesteven
aurn,TALL,Tallington,Rural Background,52.656308,-0.381,PM2.5,PM2.5 particulate matter (Hourly measured),2023-12-12T00:00:00Z,ongoing,2024-03-31T00:00:00Z,East Midlands,NA,South Kesteven
aurn,TALL,Tallington,Rural Background,52.656308,-0.381,wd,Modelled Wind Direction,2023-12-11T00:00:00Z,ongoing,NA,East Midlands,NA,South Kesteven
aurn,TALL,Tallington,Rural Background,52.656308,-0.381,ws,Modelled Wind Speed,2023-12-11T00:00:00Z,ongoing,NA,East Midlands,NA,South Kesteven
aurn,TALL,Tallington,Rural Background,52.656308,-0.381,temp,Modelled Temperature,2023-12-11T00:00:00Z,ongoing,NA,East Midlands,NA,South Kesteven
aurn,TDHD,Telford Hollinswood,Urban Background,52.673471,-2.436692,O3,Ozone,2023-02-23T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Telford and Wrekin
aurn,TDHD,Telford Hollinswood,Urban Background,52.673471,-2.436692,NO,Nitric oxide,2017-11-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Telford and Wrekin
aurn,TDHD,Telford Hollinswood,Urban Background,52.673471,-2.436692,NO2,Nitrogen dioxide,2017-11-01T00:00:00Z,ongoing,2024-03-31T00:00:00Z,West Midlands,NA,Telford and Wrekin
